id,venda_id,produto_id,quantidade,preco_unitario,subtotal
1701,799,2,2,10.5,21.0
1702,799,61,1,209.9,209.9
1703,800,57,1,32.5,32.5
1704,800,18,1,33.8,33.8
1705,801,67,2,14.2,28.4
1706,802,68,3,41.9,125.7
1707,802,24,1,26.9,26.9
1708,802,64,1,15.2,15.2
1709,802,1,1,8.9,8.9
1710,802,20,1,17.2,17.2
1711,803,46,1,41.5,41.5
1712,803,13,1,39.8,39.8
1713,803,49,1,28.5,28.5
1714,804,18,1,33.8,33.8
1715,804,30,1,17.2,17.2
1716,805,5,1,39.9,39.9
1717,805,33,1,19.9,19.9
1718,806,69,2,419.9,839.8
1719,807,28,2,21.5,43.0
1720,807,53,1,19.5,19.5
1721,808,13,3,39.8,119.4
1722,809,17,1,29.9,29.9
1723,810,56,2,27.9,55.8
1724,810,20,1,17.2,17.2
1725,810,9,1,10.2,10.2
1726,811,14,1,62.9,62.9
1727,812,69,1,419.9,419.9
1728,813,3,1,13.2,13.2
1729,813,26,2,10.2,20.4
1730,813,52,1,76.9,76.9
1731,814,18,1,33.8,33.8
1732,814,7,1,17.5,17.5
1733,814,67,1,14.2,14.2
1734,814,24,2,26.9,53.8
1735,815,18,2,33.8,67.6
1736,816,70,2,27.9,55.8
1737,816,11,1,24.5,24.5
1738,817,4,2,16.9,33.8
1739,817,11,2,24.5,49.0
1740,817,42,1,189.9,189.9
1741,817,22,1,22.5,22.5
1742,818,20,1,17.2,17.2
1743,818,46,1,41.5,41.5
1744,819,63,2,9.5,19.0
1745,819,67,1,14.2,14.2
1746,820,7,1,17.5,17.5
1747,821,31,1,30.9,30.9
1748,821,53,1,19.5,19.5
1749,822,61,1,209.9,209.9
1750,823,68,1,41.9,41.9
1751,823,24,1,26.9,26.9
1752,823,17,1,29.9,29.9
1753,823,9,1,10.2,10.2
1754,823,8,2,27.9,55.8
1755,824,32,1,34.5,34.5
1756,824,67,2,14.2,28.4
1757,825,67,1,14.2,14.2
1758,825,40,1,84.5,84.5
1759,825,53,2,19.5,39.0
1760,826,6,1,19.8,19.8
1761,826,50,3,43.9,131.7
1762,827,24,1,26.9,26.9
1763,827,38,2,98.9,197.8
1764,828,3,1,13.2,13.2
1765,828,29,1,7.2,7.2
1766,828,14,1,62.9,62.9
1767,828,48,2,35.9,71.8
1768,829,38,1,98.9,98.9
1769,829,31,1,30.9,30.9
1770,830,14,2,62.9,125.8
1771,830,12,1,32.9,32.9
1772,830,13,1,39.8,39.8
1773,831,52,1,76.9,76.9
1774,832,42,1,189.9,189.9
1775,832,50,1,43.9,43.9
1776,832,13,1,39.8,39.8
1777,833,54,1,16.2,16.2
1778,834,16,3,47.5,142.5
1779,835,10,2,49.9,99.8
1780,836,18,2,33.8,67.6
1781,837,44,1,118.9,118.9
1782,838,44,2,118.9,237.8
1783,838,31,1,30.9,30.9
1784,838,64,3,15.2,45.6
1785,839,27,1,12.5,12.5
1786,840,23,2,4.9,9.8
1787,841,19,3,19.5,58.5
1788,841,27,2,12.5,25.0
1789,842,62,2,17.2,34.4
1790,843,48,1,35.9,35.9
1791,844,3,2,13.2,26.4
1792,845,49,2,28.5,57.0
1793,845,38,1,98.9,98.9
1794,846,50,1,43.9,43.9
1795,846,32,1,34.5,34.5
1796,847,29,2,7.2,14.4
1797,847,38,1,98.9,98.9
1798,847,19,1,19.5,19.5
1799,848,4,1,16.9,16.9
1800,848,57,1,32.5,32.5
1801,849,18,3,33.8,101.4
1802,849,3,2,13.2,26.4
1803,849,37,1,18.9,18.9
1804,849,1,1,8.9,8.9
1805,849,45,1,34.9,34.9
1806,850,35,1,42.5,42.5
1807,851,19,1,19.5,19.5
1808,851,25,1,27.5,27.5
1809,851,68,2,41.9,83.8
1810,852,4,1,16.9,16.9
1811,852,22,1,22.5,22.5
1812,852,62,1,17.2,17.2
1813,852,29,1,7.2,7.2
1814,853,43,2,169.9,339.8
1815,853,4,1,16.9,16.9
1816,853,7,1,17.5,17.5
1817,854,26,1,10.2,10.2
1818,854,57,1,32.5,32.5
1819,855,58,2,194.9,389.8
1820,855,18,1,33.8,33.8
1821,855,52,1,76.9,76.9
1822,856,21,1,20.9,20.9
1823,857,12,3,32.9,98.7
1824,857,17,1,29.9,29.9
1825,858,22,1,22.5,22.5
1826,858,14,1,62.9,62.9
1827,858,11,1,24.5,24.5
1828,859,58,1,194.9,194.9
1829,860,6,3,19.8,59.4
1830,861,60,2,149.9,299.8
1831,862,24,1,26.9,26.9
1832,862,14,1,62.9,62.9
1833,863,30,1,17.2,17.2
1834,863,70,1,27.9,27.9
1835,864,70,1,27.9,27.9
1836,864,55,3,8.5,25.5
1837,864,52,1,76.9,76.9
1838,865,49,1,28.5,28.5
1839,865,70,2,27.9,55.8
1840,865,19,1,19.5,19.5
1841,866,58,1,194.9,194.9
1842,866,14,1,62.9,62.9
1843,867,6,1,19.8,19.8
1844,867,69,1,419.9,419.9
1845,867,35,2,42.5,85.0
1846,867,31,2,30.9,61.8
1847,867,56,3,27.9,83.7
1848,868,33,2,19.9,39.8
1849,868,65,1,12.9,12.9
1850,868,38,2,98.9,197.8
1851,868,17,1,29.9,29.9
1852,868,39,1,71.9,71.9
1853,869,23,1,4.9,4.9
1854,870,9,2,10.2,20.4
1855,871,20,1,17.2,17.2
1856,871,17,1,29.9,29.9
1857,872,48,2,35.9,71.8
1858,872,7,1,17.5,17.5
1859,872,35,2,42.5,85.0
1860,873,23,1,4.9,4.9
1861,873,44,2,118.9,237.8
1862,873,48,1,35.9,35.9
1863,873,35,1,42.5,42.5
1864,874,51,1,71.9,71.9
1865,874,29,2,7.2,14.4
1866,874,25,1,27.5,27.5
1867,875,44,2,118.9,237.8
1868,875,50,1,43.9,43.9
1869,875,22,1,22.5,22.5
1870,875,52,1,76.9,76.9
1871,876,63,1,9.5,9.5
1872,876,67,1,14.2,14.2
1873,877,16,2,47.5,95.0
1874,878,43,1,169.9,169.9
1875,878,31,1,30.9,30.9
1876,879,28,2,21.5,43.0
1877,880,20,1,17.2,17.2
1878,881,16,1,47.5,47.5
1879,881,68,2,41.9,83.8
1880,881,61,2,209.9,419.8
1881,881,8,1,27.9,27.9
1882,882,55,3,8.5,25.5
1883,882,54,2,16.2,32.4
1884,882,8,1,27.9,27.9
1885,883,36,2,7.9,15.8
1886,883,70,1,27.9,27.9
1887,883,44,1,118.9,118.9
1888,884,43,1,169.9,169.9
1889,884,4,2,16.9,33.8
1890,885,15,1,35.9,35.9
1891,885,42,1,189.9,189.9
1892,885,41,1,148.9,148.9
1893,885,9,1,10.2,10.2
1894,886,63,1,9.5,9.5
1895,886,19,2,19.5,39.0
1896,887,47,2,62.9,125.8
1897,888,18,1,33.8,33.8
1898,889,32,1,34.5,34.5
1899,890,23,1,4.9,4.9
1900,890,24,1,26.9,26.9
1901,890,45,2,34.9,69.8
1902,891,59,1,172.5,172.5
1903,891,49,1,28.5,28.5
1904,891,71,1,53.9,53.9
1905,892,28,1,21.5,21.5
1906,892,24,1,26.9,26.9
1907,892,4,1,16.9,16.9
1908,893,10,1,49.9,49.9
1909,893,39,1,71.9,71.9
1910,893,31,1,30.9,30.9
1911,893,71,1,53.9,53.9
1912,894,60,1,149.9,149.9
1913,894,64,2,15.2,30.4
1914,895,58,1,194.9,194.9
1915,896,68,2,41.9,83.8
1916,896,64,1,15.2,15.2
1917,897,13,1,39.8,39.8
1918,897,18,2,33.8,67.6
1919,897,47,2,62.9,125.8
1920,898,57,1,32.5,32.5
1921,898,45,1,34.9,34.9
1922,898,27,1,12.5,12.5
1923,898,48,1,35.9,35.9
1924,899,11,1,24.5,24.5
1925,899,42,1,189.9,189.9
1926,900,45,1,34.9,34.9
1927,900,4,1,16.9,16.9
1928,900,12,2,32.9,65.8
1929,900,39,1,71.9,71.9
1930,901,19,1,19.5,19.5
1931,901,51,1,71.9,71.9
1932,901,7,1,17.5,17.5
1933,901,20,2,17.2,34.4
1934,901,15,1,35.9,35.9
1935,902,24,1,26.9,26.9
1936,903,28,1,21.5,21.5
1937,903,5,1,39.9,39.9
1938,903,38,1,98.9,98.9
1939,903,25,1,27.5,27.5
1940,904,51,1,71.9,71.9
1941,905,25,2,27.5,55.0
1942,905,47,2,62.9,125.8
1943,905,45,1,34.9,34.9
1944,906,3,1,13.2,13.2
1945,906,13,1,39.8,39.8
1946,907,34,1,15.9,15.9
1947,907,10,3,49.9,149.7
1948,907,20,2,17.2,34.4
1949,908,11,2,24.5,49.0
1950,908,56,1,27.9,27.9
1951,908,55,1,8.5,8.5
1952,909,1,1,8.9,8.9
1953,909,29,1,7.2,7.2
1954,909,37,1,18.9,18.9
1955,910,48,1,35.9,35.9
1956,910,57,2,32.5,65.0
1957,911,1,1,8.9,8.9
1958,911,15,1,35.9,35.9
1959,912,12,1,32.9,32.9
1960,913,14,1,62.9,62.9
1961,913,44,1,118.9,118.9
1962,913,8,1,27.9,27.9
1963,913,60,1,149.9,149.9
1964,914,23,1,4.9,4.9
1965,914,15,1,35.9,35.9
1966,914,26,1,10.2,10.2
1967,915,26,3,10.2,30.6
1968,916,11,1,24.5,24.5
1969,916,46,2,41.5,83.0
1970,916,9,1,10.2,10.2
1971,917,15,1,35.9,35.9
1972,918,9,1,10.2,10.2
1973,918,35,3,42.5,127.5
1974,918,1,1,8.9,8.9
1975,918,41,2,148.9,297.8
1976,919,29,1,7.2,7.2
1977,919,9,1,10.2,10.2
1978,920,7,1,17.5,17.5
1979,921,15,3,35.9,107.7
1980,922,7,1,17.5,17.5
1981,923,34,2,15.9,31.8
1982,923,13,2,39.8,79.6
1983,923,70,1,27.9,27.9
1984,924,69,2,419.9,839.8
1985,924,65,2,12.9,25.8
1986,924,38,3,98.9,296.7
1987,924,66,2,17.9,35.8
1988,924,4,2,16.9,33.8
1989,925,2,1,10.5,10.5
1990,925,70,2,27.9,55.8
1991,926,52,1,76.9,76.9
1992,927,65,2,12.9,25.8
1993,927,20,1,17.2,17.2
1994,927,60,2,149.9,299.8
1995,928,55,1,8.5,8.5
1996,928,15,1,35.9,35.9
1997,928,46,1,41.5,41.5
1998,929,59,1,172.5,172.5
1999,930,49,1,28.5,28.5
2000,930,50,1,43.9,43.9
2001,930,70,1,27.9,27.9
2002,931,32,1,34.5,34.5
2003,931,53,1,19.5,19.5
2004,932,34,1,15.9,15.9
2005,932,51,3,71.9,215.7
2006,933,32,3,34.5,103.5
2007,933,46,2,41.5,83.0
2008,933,21,2,20.9,41.8
2009,934,13,1,39.8,39.8
2010,934,52,2,76.9,153.8
2011,935,25,1,27.5,27.5
2012,936,34,1,15.9,15.9
2013,937,11,1,24.5,24.5
2014,938,69,1,419.9,419.9
2015,938,32,1,34.5,34.5
2016,939,7,1,17.5,17.5
2017,939,15,1,35.9,35.9
2018,939,16,1,47.5,47.5
2019,939,18,1,33.8,33.8
2020,939,24,1,26.9,26.9
2021,940,51,1,71.9,71.9
2022,940,27,1,12.5,12.5
2023,940,54,2,16.2,32.4
2024,941,39,3,71.9,215.7
2025,941,18,1,33.8,33.8
2026,941,68,1,41.9,41.9
2027,942,56,1,27.9,27.9
2028,943,41,1,148.9,148.9
2029,943,29,1,7.2,7.2
2030,943,25,2,27.5,55.0
2031,943,65,1,12.9,12.9
2032,943,4,1,16.9,16.9
2033,944,45,2,34.9,69.8
2034,944,30,1,17.2,17.2
2035,945,40,2,84.5,169.0
2036,945,52,1,76.9,76.9
2037,945,18,1,33.8,33.8
2038,946,67,3,14.2,42.6
2039,946,50,1,43.9,43.9
2040,947,46,1,41.5,41.5
2041,948,19,2,19.5,39.0
2042,948,15,1,35.9,35.9
2043,949,7,1,17.5,17.5
2044,949,60,2,149.9,299.8
2045,949,71,1,53.9,53.9
2046,950,35,1,42.5,42.5
2047,950,7,2,17.5,35.0
2048,951,25,1,27.5,27.5
2049,952,58,1,194.9,194.9
2050,952,57,1,32.5,32.5
2051,952,51,1,71.9,71.9
2052,952,27,1,12.5,12.5
2053,952,32,1,34.5,34.5
2054,953,9,1,10.2,10.2
2055,954,70,1,27.9,27.9
2056,955,14,2,62.9,125.8
2057,955,66,1,17.9,17.9
2058,955,9,1,10.2,10.2
2059,956,69,2,419.9,839.8
2060,956,27,2,12.5,25.0
2061,957,42,1,189.9,189.9
2062,957,31,1,30.9,30.9
2063,957,16,1,47.5,47.5
2064,958,8,1,27.9,27.9
2065,959,12,2,32.9,65.8
2066,960,21,1,20.9,20.9
2067,960,67,1,14.2,14.2
2068,961,66,2,17.9,35.8
2069,961,7,1,17.5,17.5
2070,962,56,1,27.9,27.9
2071,962,49,2,28.5,57.0
2072,963,25,2,27.5,55.0
2073,963,48,1,35.9,35.9
2074,963,50,2,43.9,87.8
2075,964,54,1,16.2,16.2
2076,964,71,1,53.9,53.9
2077,965,59,2,172.5,345.0
2078,965,52,1,76.9,76.9
2079,965,24,1,26.9,26.9
2080,965,1,2,8.9,17.8
2081,965,48,1,35.9,35.9
2082,966,51,2,71.9,143.8
2083,967,13,1,39.8,39.8
2084,967,52,2,76.9,153.8
2085,968,38,1,98.9,98.9
2086,968,71,1,53.9,53.9
2087,969,16,2,47.5,95.0
2088,969,61,1,209.9,209.9
2089,969,68,1,41.9,41.9
2090,969,63,2,9.5,19.0
2091,970,56,2,27.9,55.8
2092,971,1,2,8.9,17.8
2093,972,59,1,172.5,172.5
2094,972,63,1,9.5,9.5
2095,972,38,1,98.9,98.9
2096,972,12,1,32.9,32.9
2097,972,18,1,33.8,33.8
2098,973,62,1,17.2,17.2
2099,974,14,1,62.9,62.9
2100,974,71,2,53.9,107.8
2101,974,45,1,34.9,34.9
2102,974,38,1,98.9,98.9
2103,975,9,2,10.2,20.4
2104,975,52,2,76.9,153.8
2105,975,29,1,7.2,7.2
2106,976,36,1,7.9,7.9
2107,977,50,2,43.9,87.8
2108,977,70,2,27.9,55.8
2109,978,1,2,8.9,17.8
2110,978,23,2,4.9,9.8
2111,979,57,1,32.5,32.5
2112,979,7,1,17.5,17.5
2113,979,18,1,33.8,33.8
2114,980,40,1,84.5,84.5
2115,980,42,1,189.9,189.9
2116,981,61,2,209.9,419.8
2117,982,28,1,21.5,21.5
2118,982,10,1,49.9,49.9
2119,983,47,1,62.9,62.9
2120,983,57,2,32.5,65.0
2121,983,33,1,19.9,19.9
2122,984,71,1,53.9,53.9
2123,985,39,1,71.9,71.9
2124,985,52,1,76.9,76.9
2125,985,18,1,33.8,33.8
2126,985,70,1,27.9,27.9
2127,986,2,2,10.5,21.0
2128,986,5,2,39.9,79.8
2129,986,70,1,27.9,27.9
2130,987,65,1,12.9,12.9
2131,987,50,3,43.9,131.7
2132,988,48,2,35.9,71.8
2133,988,30,2,17.2,34.4
2134,988,41,1,148.9,148.9
2135,989,8,2,27.9,55.8
2136,989,2,1,10.5,10.5
2137,989,21,1,20.9,20.9
2138,989,54,1,16.2,16.2
2139,990,44,1,118.9,118.9
2140,990,5,1,39.9,39.9
2141,991,47,1,62.9,62.9
2142,991,4,2,16.9,33.8
2143,991,30,1,17.2,17.2
2144,992,36,1,7.9,7.9
2145,993,13,3,39.8,119.4
2146,993,29,1,7.2,7.2
2147,994,50,1,43.9,43.9
2148,995,62,2,17.2,34.4
2149,995,34,2,15.9,31.8
2150,995,6,3,19.8,59.4
2151,996,48,1,35.9,35.9
2152,996,29,1,7.2,7.2
2153,997,49,1,28.5,28.5
2154,997,41,2,148.9,297.8
2155,998,29,1,7.2,7.2
2156,999,70,1,27.9,27.9
2157,1000,1,1,8.9,8.9
2158,1001,24,1,26.9,26.9
2159,1001,12,2,32.9,65.8
2160,1002,48,1,35.9,35.9
2161,1003,45,2,34.9,69.8
2162,1004,9,2,10.2,20.4
2163,1004,46,1,41.5,41.5
2164,1004,68,2,41.9,83.8
2165,1005,11,1,24.5,24.5
2166,1005,41,1,148.9,148.9
2167,1006,69,2,419.9,839.8
2168,1007,66,2,17.9,35.8
2169,1007,36,1,7.9,7.9
2170,1007,43,3,169.9,509.7
2171,1007,40,1,84.5,84.5
2172,1008,18,1,33.8,33.8
2173,1008,20,1,17.2,17.2
2174,1008,8,1,27.9,27.9
2175,1008,33,1,19.9,19.9
2176,1008,12,1,32.9,32.9
2177,1009,2,1,10.5,10.5
2178,1010,17,1,29.9,29.9
2179,1010,14,2,62.9,125.8
2180,1011,45,1,34.9,34.9
2181,1011,30,1,17.2,17.2
2182,1011,57,2,32.5,65.0
2183,1012,10,1,49.9,49.9
2184,1012,61,1,209.9,209.9
2185,1012,39,2,71.9,143.8
2186,1013,21,1,20.9,20.9
2187,1013,20,2,17.2,34.4
2188,1014,59,2,172.5,345.0
2189,1014,6,2,19.8,39.6
2190,1014,50,1,43.9,43.9
2191,1014,30,1,17.2,17.2
2192,1015,26,1,10.2,10.2
2193,1015,40,1,84.5,84.5
2194,1016,16,1,47.5,47.5
2195,1017,13,1,39.8,39.8
2196,1017,66,1,17.9,17.9
2197,1017,6,3,19.8,59.4
2198,1018,49,1,28.5,28.5
2199,1018,34,1,15.9,15.9
2200,1018,29,1,7.2,7.2
2201,1019,29,1,7.2,7.2
2202,1019,32,1,34.5,34.5
2203,1020,35,1,42.5,42.5
2204,1020,48,1,35.9,35.9
2205,1020,60,1,149.9,149.9
2206,1020,50,2,43.9,87.8
2207,1020,64,2,15.2,30.4
2208,1021,35,3,42.5,127.5
2209,1021,51,1,71.9,71.9
2210,1021,50,1,43.9,43.9
2211,1021,65,1,12.9,12.9
2212,1021,49,1,28.5,28.5
2213,1022,52,1,76.9,76.9
2214,1023,31,1,30.9,30.9
2215,1024,21,2,20.9,41.8
2216,1025,29,1,7.2,7.2
2217,1025,14,1,62.9,62.9
2218,1025,3,2,13.2,26.4
2219,1026,41,1,148.9,148.9
2220,1026,21,2,20.9,41.8
2221,1027,64,1,15.2,15.2
2222,1027,7,1,17.5,17.5
2223,1027,15,1,35.9,35.9
2224,1028,17,1,29.9,29.9
2225,1028,56,1,27.9,27.9
2226,1029,57,1,32.5,32.5
2227,1029,69,2,419.9,839.8
2228,1029,9,1,10.2,10.2
2229,1030,41,1,148.9,148.9
2230,1031,51,1,71.9,71.9
2231,1032,67,2,14.2,28.4
2232,1032,51,1,71.9,71.9
2233,1032,23,1,4.9,4.9
2234,1033,28,1,21.5,21.5
2235,1033,31,1,30.9,30.9
2236,1033,19,2,19.5,39.0
2237,1034,29,1,7.2,7.2
2238,1034,46,1,41.5,41.5
2239,1034,17,1,29.9,29.9
2240,1035,65,1,12.9,12.9
2241,1035,21,1,20.9,20.9
2242,1035,26,1,10.2,10.2
2243,1035,49,1,28.5,28.5
2244,1035,5,1,39.9,39.9
2245,1036,56,1,27.9,27.9
2246,1036,34,1,15.9,15.9
2247,1036,69,2,419.9,839.8
2248,1036,52,1,76.9,76.9
2249,1037,38,1,98.9,98.9
2250,1038,46,1,41.5,41.5
2251,1039,62,2,17.2,34.4
2252,1039,32,1,34.5,34.5
2253,1039,9,1,10.2,10.2
2254,1040,16,2,47.5,95.0
2255,1040,42,1,189.9,189.9
2256,1040,20,2,17.2,34.4
2257,1040,2,1,10.5,10.5
2258,1041,36,2,7.9,15.8
2259,1042,10,1,49.9,49.9
2260,1043,64,2,15.2,30.4
2261,1043,46,1,41.5,41.5
2262,1044,12,1,32.9,32.9
2263,1045,67,1,14.2,14.2
2264,1045,61,1,209.9,209.9
2265,1046,44,1,118.9,118.9
2266,1047,40,1,84.5,84.5
2267,1047,26,1,10.2,10.2
2268,1047,15,1,35.9,35.9
2269,1047,12,1,32.9,32.9
2270,1048,4,1,16.9,16.9
2271,1048,45,1,34.9,34.9
2272,1049,60,1,149.9,149.9
2273,1049,51,1,71.9,71.9
2274,1049,40,1,84.5,84.5
2275,1049,70,1,27.9,27.9
2276,1049,56,1,27.9,27.9
2277,1050,32,1,34.5,34.5
2278,1051,46,1,41.5,41.5
2279,1052,21,1,20.9,20.9
2280,1053,43,1,169.9,169.9
2281,1053,51,1,71.9,71.9
2282,1054,40,1,84.5,84.5
2283,1054,16,1,47.5,47.5
2284,1054,51,1,71.9,71.9
2285,1055,3,2,13.2,26.4
2286,1055,68,2,41.9,83.8
2287,1056,69,1,419.9,419.9
2288,1057,23,1,4.9,4.9
2289,1058,44,2,118.9,237.8
2290,1058,61,1,209.9,209.9
2291,1059,29,1,7.2,7.2
2292,1059,7,2,17.5,35.0
2293,1059,4,1,16.9,16.9
2294,1060,44,1,118.9,118.9
2295,1061,39,1,71.9,71.9
2296,1061,25,1,27.5,27.5
2297,1062,21,2,20.9,41.8
2298,1062,18,1,33.8,33.8
2299,1062,5,1,39.9,39.9
2300,1063,51,1,71.9,71.9
2301,1063,70,2,27.9,55.8
2302,1063,4,3,16.9,50.7
2303,1064,63,1,9.5,9.5
2304,1064,57,1,32.5,32.5
2305,1064,37,3,18.9,56.7
2306,1065,55,1,8.5,8.5
2307,1065,51,1,71.9,71.9
2308,1065,44,2,118.9,237.8
2309,1065,24,2,26.9,53.8
2310,1066,28,1,21.5,21.5
2311,1066,27,1,12.5,12.5
2312,1066,2,1,10.5,10.5
2313,1066,30,1,17.2,17.2
2314,1066,3,1,13.2,13.2
2315,1067,41,2,148.9,297.8
2316,1067,32,1,34.5,34.5
2317,1068,63,1,9.5,9.5
2318,1069,3,2,13.2,26.4
2319,1069,12,3,32.9,98.7
2320,1069,59,1,172.5,172.5
2321,1070,14,1,62.9,62.9
2322,1070,61,1,209.9,209.9
2323,1070,64,1,15.2,15.2
2324,1071,57,1,32.5,32.5
2325,1071,20,2,17.2,34.4
2326,1071,61,1,209.9,209.9
2327,1071,19,1,19.5,19.5
2328,1072,19,1,19.5,19.5
2329,1072,32,1,34.5,34.5
2330,1073,31,3,30.9,92.7
2331,1073,45,1,34.9,34.9
2332,1074,38,1,98.9,98.9
2333,1074,5,1,39.9,39.9
2334,1074,29,1,7.2,7.2
2335,1075,64,2,15.2,30.4
2336,1076,42,1,189.9,189.9
2337,1077,26,1,10.2,10.2
2338,1077,38,2,98.9,197.8
2339,1077,39,1,71.9,71.9
2340,1078,49,1,28.5,28.5
2341,1078,65,2,12.9,25.8
2342,1078,45,1,34.9,34.9
2343,1078,10,1,49.9,49.9
2344,1079,24,1,26.9,26.9
2345,1080,11,1,24.5,24.5
2346,1081,53,1,19.5,19.5
2347,1081,28,1,21.5,21.5
2348,1081,6,1,19.8,19.8
2349,1081,20,1,17.2,17.2
2350,1082,24,1,26.9,26.9
2351,1082,6,1,19.8,19.8
2352,1082,56,1,27.9,27.9
2353,1083,35,1,42.5,42.5
2354,1084,38,1,98.9,98.9
2355,1085,15,1,35.9,35.9
2356,1086,23,1,4.9,4.9
2357,1086,65,1,12.9,12.9
2358,1086,64,1,15.2,15.2
2359,1087,56,2,27.9,55.8
2360,1088,9,1,10.2,10.2
2361,1089,15,2,35.9,71.8
2362,1089,12,1,32.9,32.9
2363,1089,61,2,209.9,419.8
2364,1090,71,1,53.9,53.9
2365,1091,21,1,20.9,20.9
2366,1092,71,2,53.9,107.8
2367,1092,1,2,8.9,17.8
2368,1092,46,1,41.5,41.5
2369,1092,21,1,20.9,20.9
2370,1093,23,1,4.9,4.9
2371,1093,27,2,12.5,25.0
2372,1093,65,1,12.9,12.9
2373,1093,50,2,43.9,87.8
2374,1094,59,1,172.5,172.5
2375,1095,20,2,17.2,34.4
2376,1095,13,1,39.8,39.8
2377,1095,70,2,27.9,55.8
2378,1095,66,1,17.9,17.9
2379,1096,50,1,43.9,43.9
2380,1096,13,1,39.8,39.8
2381,1097,17,1,29.9,29.9
2382,1098,70,1,27.9,27.9
2383,1098,39,1,71.9,71.9
2384,1099,22,1,22.5,22.5
2385,1099,46,1,41.5,41.5
2386,1100,2,2,10.5,21.0
2387,1100,57,2,32.5,65.0
2388,1101,57,1,32.5,32.5
2389,1102,37,1,18.9,18.9
2390,1102,52,1,76.9,76.9
2391,1102,36,2,7.9,15.8
2392,1103,69,1,419.9,419.9
2393,1103,14,1,62.9,62.9
2394,1103,49,1,28.5,28.5
2395,1104,5,1,39.9,39.9
2396,1105,33,1,19.9,19.9
2397,1105,46,2,41.5,83.0
2398,1106,61,1,209.9,209.9
2399,1107,28,1,21.5,21.5
2400,1108,50,2,43.9,87.8
2401,1108,38,3,98.9,296.7
2402,1108,13,1,39.8,39.8
2403,1108,34,2,15.9,31.8
2404,1108,25,1,27.5,27.5
2405,1109,5,1,39.9,39.9
2406,1109,4,2,16.9,33.8
2407,1110,62,1,17.2,17.2
2408,1111,42,2,189.9,379.8
2409,1112,31,1,30.9,30.9
2410,1113,48,1,35.9,35.9
2411,1113,29,1,7.2,7.2
2412,1113,56,2,27.9,55.8
2413,1114,8,1,27.9,27.9
2414,1115,60,1,149.9,149.9
2415,1115,64,2,15.2,30.4
2416,1116,40,1,84.5,84.5
2417,1116,22,1,22.5,22.5
2418,1117,7,1,17.5,17.5
2419,1118,19,1,19.5,19.5
2420,1119,26,1,10.2,10.2
2421,1119,34,2,15.9,31.8
2422,1120,26,2,10.2,20.4
2423,1120,31,3,30.9,92.7
2424,1120,67,1,14.2,14.2
2425,1121,56,1,27.9,27.9
2426,1122,66,1,17.9,17.9
2427,1123,49,1,28.5,28.5
2428,1123,21,1,20.9,20.9
2429,1124,56,3,27.9,83.7
2430,1124,34,1,15.9,15.9
2431,1125,69,2,419.9,839.8
2432,1125,30,1,17.2,17.2
2433,1126,66,2,17.9,35.8
2434,1127,63,1,9.5,9.5
2435,1127,43,1,169.9,169.9
2436,1127,45,1,34.9,34.9
2437,1127,67,1,14.2,14.2
2438,1128,39,1,71.9,71.9
2439,1128,68,1,41.9,41.9
2440,1128,70,2,27.9,55.8
2441,1129,27,1,12.5,12.5
2442,1130,65,1,12.9,12.9
2443,1131,44,2,118.9,237.8
2444,1131,2,1,10.5,10.5
2445,1131,3,1,13.2,13.2
2446,1131,22,1,22.5,22.5
2447,1132,65,1,12.9,12.9
2448,1133,16,1,47.5,47.5
2449,1133,31,3,30.9,92.7
2450,1133,11,1,24.5,24.5
2451,1134,68,1,41.9,41.9
2452,1135,9,2,10.2,20.4
2453,1136,52,1,76.9,76.9
2454,1136,32,1,34.5,34.5
2455,1137,32,1,34.5,34.5
2456,1138,32,3,34.5,103.5
2457,1138,51,1,71.9,71.9
2458,1139,49,1,28.5,28.5
2459,1139,53,1,19.5,19.5
2460,1139,1,1,8.9,8.9
2461,1140,27,1,12.5,12.5
2462,1140,43,1,169.9,169.9
2463,1140,69,3,419.9,1259.7
2464,1140,39,3,71.9,215.7
2465,1141,66,2,17.9,35.8
2466,1142,53,1,19.5,19.5
2467,1143,65,1,12.9,12.9
2468,1144,43,1,169.9,169.9
2469,1144,69,1,419.9,419.9
2470,1144,59,1,172.5,172.5
2471,1145,35,1,42.5,42.5
2472,1145,5,1,39.9,39.9
2473,1145,26,1,10.2,10.2
2474,1146,37,2,18.9,37.8
2475,1147,54,1,16.2,16.2
2476,1147,3,1,13.2,13.2
2477,1148,5,2,39.9,79.8
2478,1149,35,1,42.5,42.5
2479,1149,13,1,39.8,39.8
2480,1149,28,2,21.5,43.0
2481,1150,60,1,149.9,149.9
2482,1150,4,2,16.9,33.8
2483,1151,39,1,71.9,71.9
2484,1151,19,2,19.5,39.0
2485,1151,24,1,26.9,26.9
2486,1151,38,1,98.9,98.9
2487,1151,2,1,10.5,10.5
2488,1152,20,1,17.2,17.2
2489,1152,70,1,27.9,27.9
2490,1153,9,1,10.2,10.2
2491,1153,47,1,62.9,62.9
2492,1153,26,1,10.2,10.2
2493,1154,60,1,149.9,149.9
2494,1155,66,2,17.9,35.8
2495,1155,61,1,209.9,209.9
2496,1156,64,1,15.2,15.2
2497,1156,15,3,35.9,107.7
2498,1156,22,1,22.5,22.5
2499,1157,17,1,29.9,29.9
2500,1157,24,1,26.9,26.9
2501,1157,47,1,62.9,62.9
